subscription_id,customer_id,plan_type,start_date,end_date,monthly_price
S310897,C007541,Basic,2022-09-05,2023-03-04,29.99
S408064,C007542,Basic,2024-03-30,,29.99
S792369,C007543,Basic,2023-06-12,,29.99
S365414,C007544,Enterprise,2022-11-15,,129.99
S475874,C007545,Enterprise,2022-11-24,2023-07-22,129.99
S208595,C007546,Enterprise,2024-04-18,,129.99
S711240,C007547,Basic,2024-05-16,,29.99
S305855,C007548,Enterprise,2022-07-21,,129.99
S414815,C007549,Pro,2022-05-19,,59.99
S705891,C007550,Enterprise,2023-11-01,,129.99
S793980,C007551,Pro,2022-04-21,,59.99
S166116,C007552,Enterprise,2024-07-29,,129.99
S692148,C007553,Basic,2022-04-25,,29.99
S755208,C007554,Pro,2024-02-23,,59.99
S718268,C007555,Enterprise,2023-11-08,,129.99
S897266,C007556,Basic,2024-01-30,2024-11-25,29.99
S684918,C007557,Basic,2022-01-27,,29.99
S569403,C007558,Enterprise,2024-09-23,,129.99
S591006,C007559,Enterprise,2023-07-07,,129.99
S551103,C007560,Pro,2022-12-03,,59.99
S506053,C007561,Basic,2023-12-11,,29.99
S978214,C007562,Basic,2024-09-10,2024-12-31,29.99
S311825,C007563,Basic,2022-08-19,,29.99
S779126,C007564,Pro,2023-01-26,,59.99
S741617,C007565,Basic,2022-09-11,,29.99
S328450,C007566,Pro,2024-11-24,,59.99
S404293,C007567,Enterprise,2023-12-11,2024-12-05,129.99
S784171,C007568,Enterprise,2023-10-17,,129.99
S635333,C007569,Basic,2024-05-24,2024-11-20,29.99
S350419,C007570,Basic,2022-10-06,,29.99
S892961,C007571,Basic,2024-11-12,,29.99
S764418,C007572,Enterprise,2024-01-09,2024-10-05,129.99
S817313,C007573,Enterprise,2023-07-18,,129.99
S289121,C007574,Pro,2024-02-04,2024-05-04,59.99
S500429,C007575,Pro,2023-04-30,,59.99
S274948,C007576,Basic,2024-01-18,,29.99
S228354,C007577,Basic,2023-04-22,,29.99
S423923,C007578,Pro,2024-01-21,,59.99
S677693,C007579,Enterprise,2022-06-08,,129.99
S333268,C007580,Pro,2024-06-11,,59.99
S210561,C007581,Basic,2023-11-30,,29.99
S634097,C007582,Basic,2023-02-10,2024-08-03,29.99
S558976,C007583,Pro,2022-05-06,2023-05-31,59.99
S983127,C007584,Pro,2023-05-08,,59.99
S174947,C007585,Pro,2023-09-11,,59.99
S838559,C007586,Enterprise,2022-11-24,,129.99
S679518,C007587,Enterprise,2022-03-10,,129.99
S900314,C007588,Enterprise,2023-07-15,,129.99
S161945,C007589,Basic,2024-07-16,2024-12-31,29.99
S565474,C007590,Basic,2024-10-01,,29.99
S559122,C007591,Pro,2024-12-16,,59.99
S474888,C007592,Pro,2024-07-08,,59.99
S888950,C007593,Enterprise,2023-03-24,,129.99
S319376,C007594,Basic,2022-05-02,2022-07-31,29.99
S496436,C007595,Pro,2023-02-21,,59.99
S655603,C007596,Pro,2023-09-24,,59.99
S379223,C007597,Pro,2023-09-09,2024-05-06,59.99
S794566,C007598,Enterprise,2022-12-10,,129.99
S439349,C007599,Basic,2022-04-23,,29.99
S587938,C007600,Pro,2022-08-12,,59.99
S395492,C007601,Basic,2023-03-12,2024-06-04,29.99
S534327,C007602,Enterprise,2023-09-09,,129.99
S831920,C007603,Pro,2024-03-30,,59.99
S828114,C007604,Pro,2022-11-28,,59.99
S431722,C007605,Enterprise,2024-09-27,,129.99
S902703,C007606,Basic,2024-12-04,2024-12-31,29.99
S564941,C007607,Basic,2023-04-16,,29.99
S945951,C007608,Enterprise,2022-12-03,,129.99
S997653,C007609,Pro,2024-05-22,2024-12-18,59.99
S855290,C007610,Pro,2023-02-15,,59.99
S984614,C007611,Pro,2022-08-29,,59.99
S150888,C007612,Enterprise,2024-06-13,,129.99
S956028,C007613,Enterprise,2022-09-11,,129.99
S898907,C007614,Enterprise,2022-01-27,2022-07-26,129.99
S217668,C007615,Basic,2022-08-02,,29.99
S553803,C007616,Pro,2022-11-03,,59.99
S361783,C007617,Pro,2022-11-23,,59.99
S461044,C007618,Basic,2023-05-10,,29.99
S582289,C007619,Basic,2024-12-28,,29.99
S871781,C007620,Pro,2023-09-17,,59.99
S138878,C007621,Pro,2022-01-13,,59.99
S793128,C007622,Enterprise,2024-08-19,2024-12-17,129.99
S987536,C007623,Pro,2023-12-14,,59.99
S738079,C007624,Enterprise,2022-12-15,,129.99
S628487,C007625,Enterprise,2023-06-02,,129.99
S171000,C007626,Enterprise,2023-07-28,,129.99
S371766,C007627,Enterprise,2023-02-22,,129.99
S836674,C007628,Pro,2023-06-03,,59.99
S896290,C007629,Basic,2023-08-05,,29.99
S633877,C007630,Pro,2024-04-16,,59.99
S360701,C007631,Pro,2024-03-01,,59.99
S882818,C007632,Enterprise,2023-07-05,,129.99
S460817,C007633,Enterprise,2023-06-07,,129.99
S821578,C007634,Pro,2023-01-26,,59.99
S915189,C007635,Basic,2023-06-08,2024-03-04,29.99
S258051,C007636,Enterprise,2023-11-10,,129.99
S753963,C007637,Basic,2023-02-17,,29.99
S906676,C007638,Pro,2024-04-19,2024-12-31,59.99
S455469,C007639,Pro,2023-07-23,2023-11-20,59.99
S453625,C007640,Basic,2024-12-28,,29.99
S994676,C007641,Enterprise,2024-10-14,,129.99
S239960,C007642,Enterprise,2022-07-05,,129.99
S661422,C007643,Pro,2022-03-19,,59.99
S943158,C007644,Enterprise,2024-01-13,2024-10-09,129.99
S810130,C007645,Basic,2023-04-03,,29.99
S252404,C007646,Enterprise,2022-05-16,,129.99
S215449,C007647,Pro,2024-07-11,2024-12-31,59.99
S883748,C007648,Enterprise,2024-08-09,,129.99
S910442,C007649,Enterprise,2022-12-02,,129.99
S821441,C007650,Basic,2022-11-04,,29.99
S708179,C007651,Enterprise,2024-01-21,2024-12-31,129.99
S604786,C007652,Pro,2022-01-18,2022-12-14,59.99
S944557,C007653,Pro,2022-07-10,,59.99
S326072,C007654,Basic,2023-07-23,,29.99
S125779,C007655,Enterprise,2024-09-16,,129.99
S683542,C007656,Basic,2022-06-02,,29.99
S392667,C007657,Pro,2022-12-15,,59.99
S894217,C007658,Pro,2024-02-10,,59.99
S828827,C007659,Pro,2022-06-10,,59.99
S698524,C007660,Basic,2022-03-23,2022-09-19,29.99
S228820,C007661,Basic,2024-10-20,,29.99
S287541,C007662,Enterprise,2024-10-13,,129.99
S394144,C007663,Enterprise,2023-05-03,,129.99
S932763,C007664,Basic,2022-09-29,,29.99
S835783,C007665,Enterprise,2023-12-24,,129.99
S635223,C007666,Basic,2022-04-02,,29.99
S901417,C007667,Enterprise,2024-03-01,,129.99
S465447,C007668,Pro,2024-07-05,,59.99
S707928,C007669,Basic,2024-03-10,,29.99
S867918,C007670,Pro,2023-10-09,,59.99
S626175,C007671,Basic,2024-10-06,,29.99
S458325,C007672,Pro,2024-08-22,,59.99
S167553,C007673,Pro,2023-11-26,,59.99
S272162,C007674,Enterprise,2022-08-21,,129.99
S655574,C007675,Pro,2024-06-24,,59.99
S373970,C007676,Basic,2022-05-22,,29.99
S343523,C007677,Basic,2022-04-12,,29.99
S129349,C007678,Pro,2023-10-20,2024-08-15,59.99
S629621,C007679,Basic,2024-01-20,2024-09-16,29.99
S597909,C007680,Basic,2023-03-20,,29.99
S800173,C007681,Basic,2023-02-02,,29.99
S742119,C007682,Pro,2023-04-19,,59.99
S568479,C007683,Basic,2022-05-23,,29.99
S477790,C007684,Enterprise,2023-07-22,2024-10-14,129.99
S547356,C007685,Pro,2022-03-27,,59.99
S848465,C007686,Enterprise,2022-10-03,,129.99
S246047,C007687,Pro,2024-11-27,,59.99
S254936,C007688,Basic,2024-04-26,,29.99
S484498,C007689,Enterprise,2024-06-22,,129.99
S281004,C007690,Basic,2024-11-19,2024-12-31,29.99
S662295,C007691,Enterprise,2023-11-13,,129.99
S406364,C007692,Pro,2023-03-19,,59.99
S412534,C007693,Enterprise,2023-02-24,,129.99
S152993,C007694,Pro,2024-10-31,,59.99
S649298,C007695,Enterprise,2022-02-03,,129.99
S321145,C007696,Enterprise,2024-11-21,,129.99
S278256,C007697,Basic,2022-09-23,,29.99
S560704,C007698,Pro,2022-07-14,,59.99
S727032,C007699,Basic,2022-04-16,,29.99
S403541,C007700,Enterprise,2024-06-22,,129.99
S796652,C007701,Pro,2024-02-22,,59.99
S319505,C007702,Basic,2022-02-26,,29.99
S312187,C007703,Basic,2024-03-25,,29.99
S506265,C007704,Basic,2024-07-14,2024-12-31,29.99
S265357,C007705,Basic,2024-04-15,2024-12-31,29.99
S259644,C007706,Enterprise,2022-09-30,,129.99
S114975,C007707,Enterprise,2023-06-28,,129.99
S835050,C007708,Basic,2024-03-31,,29.99
S738231,C007709,Pro,2022-10-24,,59.99
S920919,C007710,Basic,2022-03-07,2023-03-02,29.99
S394951,C007711,Enterprise,2022-02-17,,129.99
S554145,C007712,Enterprise,2024-12-04,2024-12-31,129.99
S994680,C007713,Basic,2024-05-01,,29.99
S812834,C007714,Enterprise,2024-12-04,2024-12-31,129.99
S199632,C007715,Basic,2023-08-01,,29.99
S823175,C007716,Basic,2024-11-17,,29.99
S532064,C007717,Basic,2023-12-18,,29.99
S493578,C007718,Basic,2022-07-24,,29.99
S888254,C007719,Pro,2024-10-14,,59.99
S387437,C007720,Basic,2023-03-07,,29.99
S433608,C007721,Pro,2023-07-14,,59.99
S886568,C007722,Pro,2023-11-22,2024-11-16,59.99
S766538,C007723,Basic,2023-10-28,,29.99
S745211,C007724,Pro,2024-05-19,,59.99
S702865,C007725,Pro,2023-11-12,2024-07-09,59.99
S764644,C007726,Pro,2022-12-16,2023-06-14,59.99
S427364,C007727,Basic,2022-05-28,,29.99
S183675,C007728,Enterprise,2022-04-08,,129.99
S866628,C007729,Basic,2024-08-13,,29.99
S145885,C007730,Pro,2023-03-27,,59.99
S291528,C007731,Enterprise,2023-08-25,2023-12-23,129.99
S410582,C007732,Pro,2022-10-17,2023-01-15,59.99
S118441,C007733,Pro,2024-06-12,,59.99
S374566,C007734,Enterprise,2024-10-14,2024-12-31,129.99
S451797,C007735,Enterprise,2024-06-20,,129.99
S969595,C007736,Basic,2022-09-17,,29.99
S962796,C007737,Enterprise,2023-04-21,2023-10-18,129.99
S960511,C007738,Enterprise,2022-06-16,,129.99
S390933,C007739,Basic,2024-03-12,2024-12-31,29.99
S536640,C007740,Basic,2024-10-07,,29.99
S672196,C007741,Pro,2024-03-31,2024-12-31,59.99
S434967,C007742,Enterprise,2022-08-21,,129.99
S331576,C007743,Pro,2022-10-24,,59.99
S179852,C007744,Basic,2024-05-20,,29.99
S158697,C007745,Pro,2024-12-03,,59.99
S260302,C007746,Basic,2022-09-11,2023-08-07,29.99
S650326,C007747,Basic,2022-10-07,,29.99
S463378,C007748,Enterprise,2022-10-08,,129.99
S366594,C007749,Pro,2022-12-12,,59.99
S179969,C007750,Basic,2022-11-03,,29.99
S116055,C007751,Basic,2023-03-06,,29.99
S746494,C007752,Enterprise,2024-10-22,2024-12-31,129.99
S125142,C007753,Enterprise,2024-08-11,,129.99
S462866,C007754,Basic,2022-12-14,2023-03-14,29.99
S885413,C007755,Enterprise,2023-01-12,,129.99
S546324,C007756,Basic,2022-05-11,,29.99
S198865,C007757,Pro,2024-05-21,,59.99
S456325,C007758,Pro,2023-11-09,,59.99
S788975,C007759,Basic,2024-03-12,2024-12-31,29.99
S227987,C007760,Basic,2023-07-08,,29.99
S367097,C007761,Pro,2024-01-14,2024-06-12,59.99
S897291,C007762,Pro,2024-07-25,,59.99
S367877,C007763,Pro,2024-09-22,,59.99
S169193,C007764,Enterprise,2022-08-12,,129.99
S938484,C007765,Basic,2023-02-17,,29.99
S273889,C007766,Enterprise,2024-01-27,,129.99
S895278,C007767,Pro,2023-07-14,,59.99
S106067,C007768,Enterprise,2022-09-29,2023-05-27,129.99
S804091,C007769,Basic,2024-01-16,,29.99
S473857,C007770,Enterprise,2024-04-26,,129.99
S149868,C007771,Enterprise,2022-06-19,,129.99
S245428,C007772,Enterprise,2022-07-23,2023-09-16,129.99
S561884,C007773,Basic,2024-07-26,,29.99
S103759,C007774,Pro,2023-07-11,,59.99
S537314,C007775,Basic,2024-11-26,2024-12-31,29.99
S274320,C007776,Enterprise,2022-02-10,,129.99
S992377,C007777,Pro,2024-10-29,,59.99
S159816,C007778,Pro,2022-09-26,,59.99
S339047,C007779,Pro,2022-05-18,,59.99
S392088,C007780,Enterprise,2024-12-18,,129.99
S342938,C007781,Enterprise,2024-04-01,2024-08-29,129.99
S350200,C007782,Enterprise,2023-02-24,,129.99
S483123,C007783,Basic,2023-09-13,2024-05-10,29.99
S892373,C007784,Basic,2024-02-12,,29.99
S362775,C007785,Basic,2022-09-23,,29.99
S953628,C007786,Enterprise,2024-11-20,,129.99
S351352,C007787,Basic,2024-01-25,,29.99
S410051,C007788,Enterprise,2024-12-27,2024-12-31,129.99
S812161,C007789,Basic,2023-11-23,,29.99
S773561,C007790,Basic,2022-10-28,,29.99
S320711,C007791,Pro,2024-06-10,2024-12-31,59.99
S720621,C007792,Enterprise,2022-10-10,,129.99
S983925,C007793,Pro,2023-09-16,,59.99
S894312,C007794,Enterprise,2023-10-14,,129.99
S300359,C007795,Pro,2024-05-11,2024-08-09,59.99
S648129,C007796,Basic,2024-03-14,,29.99
S367030,C007797,Pro,2022-02-15,,59.99
S787195,C007798,Basic,2023-03-20,2024-07-12,29.99
S234261,C007799,Basic,2024-02-18,,29.99
S640375,C007800,Enterprise,2022-12-04,2023-04-03,129.99
S448861,C007801,Pro,2022-12-21,2023-03-21,59.99
S970185,C007802,Basic,2023-03-11,,29.99
S803668,C007803,Pro,2022-04-06,,59.99
S619650,C007804,Enterprise,2024-06-12,,129.99
S712946,C007805,Enterprise,2023-02-22,2024-03-18,129.99
S430252,C007806,Basic,2023-06-25,,29.99
S231341,C007807,Basic,2024-03-31,,29.99
S611942,C007808,Basic,2024-08-30,,29.99
S744128,C007809,Basic,2022-08-28,2022-12-26,29.99
S365431,C007810,Basic,2024-05-07,,29.99
S700192,C007811,Pro,2023-11-28,2024-12-31,59.99
S825420,C007812,Enterprise,2022-12-30,2023-06-28,129.99
S230940,C007813,Basic,2023-02-02,,29.99
S995599,C007814,Pro,2024-05-06,,59.99
S130998,C007815,Enterprise,2024-08-23,,129.99
S368645,C007816,Basic,2022-04-06,,29.99
S653515,C007817,Pro,2024-11-11,,59.99
S628613,C007818,Enterprise,2023-02-10,,129.99
S655700,C007819,Enterprise,2024-10-24,,129.99
S806958,C007820,Pro,2024-05-16,,59.99
S318216,C007821,Pro,2024-04-07,,59.99
S918657,C007822,Pro,2024-01-29,,59.99
S496739,C007823,Pro,2022-02-07,,59.99
S105150,C007824,Pro,2022-12-22,,59.99
S329765,C007825,Pro,2024-11-06,,59.99
S865052,C007826,Pro,2022-12-04,,59.99
S406377,C007827,Basic,2023-07-09,,29.99
S208566,C007828,Pro,2022-06-10,,59.99
S669619,C007829,Basic,2024-10-05,2024-12-31,29.99
S557552,C007830,Basic,2024-08-23,,29.99
S320941,C007831,Enterprise,2023-06-02,,129.99
S261323,C007832,Enterprise,2024-12-02,,129.99
S999246,C007833,Pro,2025-01-12,,59.99
S104977,C007834,Basic,2024-02-06,2024-12-31,29.99
S709080,C007835,Pro,2022-04-29,,59.99
S482746,C007836,Basic,2024-03-10,,29.99
S119099,C007837,Basic,2024-03-24,,29.99
S737220,C007838,Basic,2024-02-08,,29.99
S606620,C007839,Enterprise,2023-09-20,,129.99
S238830,C007840,Pro,2024-08-04,,59.99
S551473,C007841,Enterprise,2024-06-04,,129.99
S686069,C007842,Pro,2024-09-20,2024-12-31,59.99
S798812,C007843,Basic,2023-10-02,,29.99
S548112,C007844,Enterprise,2022-12-20,,129.99
S592705,C007845,Basic,2022-09-30,,29.99
S582274,C007846,Enterprise,2023-07-22,,129.99
S374333,C007847,Pro,2024-02-22,,59.99
S170313,C007848,Enterprise,2023-02-11,,129.99
S611164,C007849,Basic,2022-09-23,2023-07-20,29.99
S380632,C007850,Pro,2023-11-06,,59.99
S970280,C007851,Basic,2022-02-08,,29.99
S892582,C007852,Enterprise,2023-07-09,,129.99
S111978,C007853,Enterprise,2023-02-23,,129.99
S899930,C007854,Basic,2024-08-29,,29.99
S728532,C007855,Pro,2022-04-24,,59.99
S876467,C007856,Pro,2022-07-29,,59.99
S990518,C007857,Enterprise,2022-01-25,,129.99
S297348,C007858,Pro,2023-12-31,2024-12-31,59.99
S944936,C007859,Basic,2022-07-17,,29.99
S348239,C007860,Enterprise,2022-03-14,2023-08-06,129.99
S197509,C007861,Pro,2023-06-02,2023-08-31,59.99
S976365,C007862,Basic,2024-12-14,2024-12-31,29.99
S577413,C007863,Enterprise,2023-02-20,,129.99
S862853,C007864,Pro,2022-04-27,,59.99
S804603,C007865,Pro,2024-09-24,,59.99
S138735,C007866,Enterprise,2022-09-05,2024-01-28,129.99
S717048,C007867,Pro,2024-07-30,,59.99
S703899,C007868,Enterprise,2024-09-26,,129.99
S732453,C007869,Pro,2023-02-04,2023-07-04,59.99
S962852,C007870,Pro,2023-11-17,,59.99
S702893,C007871,Pro,2024-10-18,2024-12-31,59.99
S344333,C007872,Pro,2023-07-16,,59.99
S198662,C007873,Enterprise,2023-08-21,,129.99
S310313,C007874,Basic,2023-08-12,,29.99
S122268,C007875,Enterprise,2023-02-13,,129.99
S315580,C007876,Pro,2023-05-02,,59.99
S990155,C007877,Pro,2024-10-15,,59.99
S201262,C007878,Enterprise,2023-10-01,,129.99
S407587,C007879,Basic,2022-03-04,2022-06-02,29.99
S429013,C007880,Basic,2023-01-20,2024-07-13,29.99
S770173,C007881,Pro,2024-07-20,,59.99
S325000,C007882,Pro,2023-12-09,,59.99
S997043,C007883,Basic,2023-07-26,,29.99
S944226,C007884,Enterprise,2023-12-14,2024-08-10,129.99
S817963,C007885,Basic,2023-11-17,,29.99
S931512,C007886,Enterprise,2023-06-09,,129.99
S793900,C007887,Enterprise,2023-05-07,,129.99
S171674,C007888,Pro,2023-01-28,,59.99
S544956,C007889,Enterprise,2023-01-24,,129.99
S205767,C007890,Enterprise,2024-02-16,,129.99
S630894,C007891,Pro,2023-12-21,,59.99
S342849,C007892,Pro,2023-12-08,,59.99
S423174,C007893,Pro,2024-07-29,,59.99
S133606,C007894,Basic,2023-01-11,,29.99
S447931,C007895,Pro,2022-07-10,,59.99
S848553,C007896,Pro,2022-04-22,,59.99
S215738,C007897,Pro,2023-02-14,,59.99
S443609,C007898,Basic,2024-08-02,,29.99
S267576,C007899,Pro,2023-01-08,,59.99
S169914,C007900,Enterprise,2024-10-26,,129.99
S981869,C007901,Enterprise,2022-08-06,,129.99
S223384,C007902,Enterprise,2024-10-18,,129.99
S614372,C007903,Basic,2023-09-19,,29.99
S780026,C007904,Enterprise,2023-03-16,2024-05-09,129.99
S705502,C007905,Basic,2023-09-14,,29.99
S754857,C007906,Enterprise,2024-10-04,2024-12-31,129.99
S769175,C007907,Pro,2023-10-02,,59.99
S204774,C007908,Enterprise,2022-03-14,,129.99
S464563,C007909,Enterprise,2023-02-28,,129.99
S916197,C007910,Enterprise,2023-02-07,,129.99
S485781,C007911,Pro,2023-12-01,,59.99
S847909,C007912,Basic,2023-07-22,,29.99
S324924,C007913,Basic,2024-09-12,2024-12-31,29.99
S313072,C007914,Pro,2022-05-27,2023-09-19,59.99
S486305,C007915,Basic,2024-09-22,2024-12-31,29.99
S618016,C007916,Enterprise,2023-04-13,,129.99
S556347,C007917,Basic,2024-07-12,2024-12-31,29.99
S367668,C007918,Enterprise,2024-04-20,2024-12-31,129.99
S988557,C007919,Enterprise,2024-11-30,,129.99
S886153,C007920,Basic,2022-01-05,,29.99
S105010,C007921,Pro,2022-01-20,,59.99
S137968,C007922,Basic,2024-01-29,2024-12-24,29.99
S147328,C007923,Pro,2023-07-28,2024-11-19,59.99
S911834,C007924,Basic,2022-02-12,,29.99
S861879,C007925,Basic,2024-04-09,,29.99
S913172,C007926,Pro,2024-02-12,,59.99
S906072,C007927,Basic,2023-12-29,,29.99
S266625,C007928,Enterprise,2024-03-01,,129.99
S649511,C007929,Enterprise,2022-05-28,,129.99
S285036,C007930,Enterprise,2024-06-09,,129.99
S627750,C007931,Enterprise,2024-02-10,,129.99
S446229,C007932,Enterprise,2023-09-09,,129.99
S420344,C007933,Enterprise,2022-12-02,,129.99
S316145,C007934,Basic,2024-08-24,,29.99
S717286,C007935,Enterprise,2022-12-18,2023-11-13,129.99
S703689,C007936,Enterprise,2024-08-23,,129.99
S256449,C007937,Enterprise,2024-03-29,,129.99
S935675,C007938,Pro,2024-12-05,,59.99
S725536,C007939,Enterprise,2024-01-16,,129.99
S304373,C007940,Pro,2023-03-24,,59.99
S761724,C007941,Pro,2024-08-14,,59.99
S566989,C007942,Pro,2023-11-01,,59.99
S976940,C007943,Enterprise,2024-11-06,2024-12-31,129.99
S799396,C007944,Enterprise,2025-01-08,,129.99
S170177,C007945,Enterprise,2023-05-04,2024-10-25,129.99
S834896,C007946,Basic,2022-06-02,,29.99
S715481,C007947,Pro,2023-08-02,,59.99
S249815,C007948,Enterprise,2024-06-21,,129.99
S848627,C007949,Pro,2023-12-24,,59.99
S934765,C007950,Enterprise,2022-12-20,,129.99
S581915,C007951,Pro,2024-05-29,2024-12-31,59.99
S439542,C007952,Basic,2023-04-27,,29.99
S102120,C007953,Basic,2022-06-29,2023-09-22,29.99
S598560,C007954,Enterprise,2024-11-09,,129.99
S335299,C007955,Pro,2023-04-30,,59.99
S369678,C007956,Enterprise,2024-12-21,,129.99
S265470,C007957,Basic,2024-07-03,,29.99
S149011,C007958,Pro,2024-10-12,2024-12-31,59.99
S204440,C007959,Pro,2024-04-24,2024-12-31,59.99
S516122,C007960,Pro,2023-06-21,,59.99
S469227,C007961,Pro,2023-06-11,,59.99
S559086,C007962,Basic,2022-12-02,2023-03-02,29.99
S569636,C007963,Basic,2022-02-19,,29.99
S870684,C007964,Enterprise,2023-11-22,,129.99
S560407,C007965,Enterprise,2024-11-26,2024-12-31,129.99
S877298,C007966,Pro,2023-01-23,,59.99
S935460,C007967,Pro,2022-02-25,2023-06-20,59.99
S830124,C007968,Pro,2022-12-07,,59.99
S697132,C007969,Pro,2022-10-05,,59.99
S124656,C007970,Enterprise,2022-10-03,,129.99
S320892,C007971,Enterprise,2023-08-28,,129.99
S759632,C007972,Enterprise,2023-06-20,,129.99
S854229,C007973,Basic,2022-03-02,,29.99
S516955,C007974,Pro,2023-05-28,,59.99
S989387,C007975,Basic,2022-01-19,2022-09-16,29.99
S250823,C007976,Pro,2024-08-03,,59.99
S427167,C007977,Enterprise,2024-04-27,,129.99
S515515,C007978,Basic,2022-04-12,,29.99
S702463,C007979,Enterprise,2024-06-18,,129.99
S541458,C007980,Basic,2024-12-27,2024-12-31,29.99
S605929,C007981,Pro,2022-06-08,,59.99
S538872,C007982,Basic,2024-10-21,,29.99
S502600,C007983,Basic,2024-11-25,2024-12-31,29.99
S637261,C007984,Pro,2022-06-01,,59.99
S146979,C007985,Basic,2023-09-17,,29.99
S557008,C007986,Enterprise,2024-11-26,,129.99
S509763,C007987,Enterprise,2024-11-15,,129.99
S212721,C007988,Enterprise,2024-12-23,,129.99
S934183,C007989,Pro,2022-06-17,,59.99
S134408,C007990,Enterprise,2023-09-26,,129.99
S511955,C007991,Enterprise,2023-04-08,2023-12-04,129.99
S369868,C007992,Basic,2023-02-23,,29.99
S754135,C007993,Basic,2023-07-28,,29.99
S241627,C007994,Pro,2022-11-02,2023-04-01,59.99
S908244,C007995,Basic,2024-06-13,,29.99
S955152,C007996,Enterprise,2024-07-17,,129.99
S502525,C007997,Enterprise,2022-12-03,,129.99
S525664,C007998,Pro,2023-09-03,,59.99
S440076,C007999,Pro,2022-10-06,2023-01-04,59.99
S765766,C008000,Basic,2022-08-29,,29.99
S264387,C008001,Basic,2023-12-30,,29.99
S219453,C008002,Enterprise,2024-07-08,,129.99
S531880,C008003,Enterprise,2024-02-20,,129.99
S332002,C008004,Enterprise,2022-04-06,,129.99
S835340,C008005,Pro,2022-01-05,,59.99
S881623,C008006,Basic,2022-09-02,,29.99
S176838,C008007,Pro,2022-05-05,,59.99
S797858,C008008,Pro,2024-07-10,,59.99
S351407,C008009,Basic,2023-08-15,2024-01-12,29.99
S449103,C008010,Enterprise,2022-09-07,,129.99
S295864,C008011,Pro,2023-04-14,,59.99
S496533,C008012,Basic,2022-03-02,,29.99
S411020,C008013,Pro,2024-03-11,2024-12-31,59.99
S972581,C008014,Pro,2023-09-26,,59.99
S528617,C008015,Pro,2023-08-06,,59.99
S224930,C008016,Basic,2024-02-16,,29.99
S111675,C008017,Basic,2024-04-30,,29.99
S797926,C008018,Enterprise,2023-03-29,,129.99
S108806,C008019,Pro,2024-03-26,,59.99
S753152,C008020,Pro,2022-03-23,,59.99
S689435,C008021,Pro,2023-06-01,,59.99
S616645,C008022,Pro,2022-02-01,,59.99
S197108,C008023,Pro,2022-03-20,,59.99
S300227,C008024,Basic,2023-10-13,,29.99
S806352,C008025,Pro,2023-04-11,,59.99
S978047,C008026,Enterprise,2023-10-15,,129.99
S717953,C008027,Enterprise,2022-08-29,,129.99
S281754,C008028,Pro,2023-02-12,,59.99
S516437,C008029,Pro,2023-06-19,,59.99
S518557,C008030,Enterprise,2024-07-17,,129.99
S551816,C008031,Basic,2022-11-25,,29.99
S501474,C008032,Basic,2023-07-07,,29.99
S450985,C008033,Enterprise,2022-03-10,,129.99
S165964,C008034,Enterprise,2024-12-17,,129.99
S939215,C008035,Pro,2022-08-29,2024-02-20,59.99
S891978,C008036,Enterprise,2022-02-24,,129.99
S480875,C008037,Pro,2024-09-23,,59.99
S713448,C008038,Basic,2024-12-27,,29.99
S646289,C008039,Basic,2024-02-07,,29.99
S450827,C008040,Pro,2024-06-25,,59.99
S975677,C008041,Basic,2024-08-16,,29.99
S380093,C008042,Basic,2023-11-04,2024-07-31,29.99
S450466,C008043,Pro,2024-01-31,,59.99
S120860,C008044,Enterprise,2022-03-09,,129.99
S543663,C008045,Enterprise,2024-10-18,2024-12-31,129.99
S217438,C008046,Enterprise,2022-08-23,,129.99
S900372,C008047,Basic,2024-03-29,2024-12-31,29.99
S390698,C008048,Basic,2023-02-20,,29.99
S435380,C008049,Enterprise,2022-05-13,2022-10-10,129.99
S907425,C008050,Basic,2024-07-23,2024-12-31,29.99
S951871,C008051,Pro,2022-10-12,2023-05-10,59.99
S987989,C008052,Basic,2022-12-29,,29.99
S374422,C008053,Enterprise,2024-08-13,,129.99
S877479,C008054,Pro,2022-01-10,,59.99
S199384,C008055,Enterprise,2023-03-13,,129.99
S382876,C008056,Basic,2023-12-29,,29.99
S213393,C008057,Enterprise,2024-01-23,,129.99
S855542,C008058,Basic,2022-06-29,,29.99
S745318,C008059,Pro,2022-09-17,,59.99
S385705,C008060,Enterprise,2024-03-11,,129.99
S980878,C008061,Basic,2023-03-14,,29.99
S790273,C008062,Enterprise,2022-02-09,,129.99
S905363,C008063,Pro,2024-01-08,2024-12-31,59.99
S798379,C008064,Pro,2023-10-16,,59.99
S948819,C008065,Enterprise,2023-02-06,2023-08-05,129.99
S521370,C008066,Basic,2023-01-04,,29.99
S611215,C008067,Enterprise,2024-08-20,,129.99
S108688,C008068,Enterprise,2022-08-22,,129.99
S646513,C008069,Enterprise,2024-12-27,,129.99
S640000,C008070,Basic,2023-11-07,,29.99
S721564,C008071,Enterprise,2023-04-09,,129.99
S112497,C008072,Enterprise,2024-05-07,,129.99
S786171,C008073,Pro,2022-03-23,,59.99
S673053,C008074,Enterprise,2024-09-23,,129.99
S301945,C008075,Basic,2023-11-10,2024-02-08,29.99
S847003,C008076,Basic,2024-04-03,,29.99
S134950,C008077,Basic,2022-08-14,,29.99
S877073,C008078,Enterprise,2024-12-15,,129.99
